"folder","id","display_name","description","type","units","domain","labels","calculation","commonly_used","forms"
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","rey_copy_pct","Rey Copy percentile Score (From Rey Test booklet form completed by Rey scorer)","","choices","","rey","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","rey_copy_raw","Rey Copy Raw Score (From Rey Test booklet form completed by Rey scorer)","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","rey_copy_start","Rey Copy start time.","","time","H:mm","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","rey_copy_tcpct","Rey Copy percentile Score: time to copy (From Rey Test booklet form completed by Rey scorer)","","choices","","rey","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","rey_copy_tcraw","Rey Copy Raw Score: time to copy (From Rey Test booklet form completed by Rey scorer)","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","rey_copy_time","Rey Copy time to completion.","","time","H:mm","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","rey_ffq1","Question 1 on Rey Feedback Form","","choices","","yes1_no0","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","rey_ffq1_text","Verbatim text re ffq1 if any is written on form","","string","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","rey_ffq2","Question 2 on Rey Feedback Form","","choices","","yes1_no0","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","rey_ffq2_copyirtext","Verbatim text re ffq2 if any is written on form","","string","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","rey_ffq2_copytext","description if Q2 on Feedback Form is yes","","string","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","rey_ir_end","Rey Immediate Recall end time.","","time","H:mm","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","rey_ir_pct","Rey IR percentile Score (From Rey Test booklet form completed by Rey scorer).","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","rey_ir_raw","Rey IR Raw Score (From Rey Test booklet form completed by Rey scorer)","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","rey_ir_t","Rey IR T Score (From Rey Test booklet form completed by Rey scorer).","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","rey_ir_time","Rey Immediate Recall time to completion.","","time","H:mm","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","rey_scored","Rey-O scored?","","choices","","yes1_no0","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","rey_sent","Rey-O sent for scoring?","","choices","","yes1_no0","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyc01","Rey Copy: Detail #1.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyc02","Rey Copy: Detail #2.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyc03","Rey Copy: Detail #3.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyc04","Rey Copy: Detail #4.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyc05","Rey Copy: Detail #5.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyc06","Rey Copy: Detail #6.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyc07","Rey Copy: Detail #7.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyc08","Rey Copy: Detail #8.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyc09","Rey Copy: Detail #9.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyc10","Rey Copy: Detail #10.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyc11","Rey Copy: Detail #11.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyc12","Rey Copy: Detail #12.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyc13","Rey Copy: Detail #13.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyc14","Rey Copy: Detail #14.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyc15","Rey Copy: Detail #15.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyc16","Rey Copy: Detail #16.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyc17","Rey Copy: Detail #17.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyc18","Rey Copy: Detail #18.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyc_rawtot","Rey Copy total score.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyir01","Rey Immediate Recall: Detail #1.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyir02","Rey Immediate Recall: Detail #2.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyir03","Rey Immediate Recall: Detail #3.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyir04","Rey Immediate Recall: Detail #4.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyir05","Rey Immediate Recall: Detail #5.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyir06","Rey Immediate Recall: Detail #6.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyir07","Rey Immediate Recall: Detail #7.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyir08","Rey Immediate Recall: Detail #8.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyir09","Rey Immediate Recall: Detail #9.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyir10","Rey Immediate Recall: Detail #10.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyir11","Rey Immediate Recall: Detail #11.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyir12","Rey Immediate Recall: Detail #12.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyir13","Rey Immediate Recall: Detail #13.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyir14","Rey Immediate Recall: Detail #14.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyir15","Rey Immediate Recall: Detail #15.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyir16","Rey Immediate Recall: Detail #16.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyir17","Rey Immediate Recall: Detail #17.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyir18","Rey Immediate Recall: Detail #18.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial","reyir_rawtot","Rey Immediate Recall total score.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Stroop Color and Word Test","strp_clr_comp","Total complete color naming on the Stroop task (TEST PAGE 2- Color naming).","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Stroop Color and Word Test","strp_clr_err","Total errors on the Stroop color naming task (TEST PAGE 2- Color naming).","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Stroop Color and Word Test","strp_int_comp","Total complete interference on the Stroop task (TEST PAGE 3- Interference).","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Stroop Color and Word Test","strp_int_err","Total errors interference on the Stroop task (TEST PAGE 3- Interference).","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Stroop Color and Word Test","strp_wrd_comp","Total complete word reading on the Stroop task (TEST PAGE 1 - Word Reading).","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Stroop Color and Word Test","strp_wrd_err","Total errors on the Stroop word reading task (TEST PAGE 1 - Word Reading).","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Stroop Color and Word Test","strpend","Stroop end time.","","time","H:mm","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Stroop Color and Word Test","strpstrt","Stroop start time.","","time","H:mm","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Stroop Color and Word Test","trails_end","Trail-making test end time.","","time","H:mm","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Stroop Color and Word Test","trails_num","Trail-making test part A - Numbers.","","integer","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Stroop Color and Word Test","trails_numlet","Trail-making test part B - Numbers & Letters.","","integer","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Stroop Color and Word Test","trails_strt","Trail-making test start time.","","time","H:mm","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Stroop Color and Word Test","verif_2p","Data verified via 2-person error check?","","choices","","yes1_no0","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Stroop Color and Word Test","yearsdiff_bslfinal","Difference in time between baseline admin and final admin; in years with decimal","","numeric","years","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Verbal Fluency Task FAS Test","fas_a","Number of items completed on Verbal Fluency Test-FAS on item A.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Verbal Fluency Task FAS Test","fas_f","Number of items completed on Verbal Fluency Test-FAS on item F.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Verbal Fluency Task FAS Test","fas_s","Number of items completed on Verbal Fluency Test-FAS on item S.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Verbal Fluency Task FAS Test","fasend","Verbal Fluency Test-FAS end time.","","time","H:mm","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment/Verbal Fluency Task FAS Test","fastart","Verbal Fluency Test-FAS start time.","","time","H:mm","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment","comments","Study team comments regarding the data or scoring","","string","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment","completer","Completed both baseline and follow up Rey-O.","","choices","","yes1_no0","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment","cond","Study condition","","choices","","cond","sandd_Mood_sleepiness_DeID",,,
"Clinical Data/Neurobehavioral Assessment","condition_string","Condition as string variable. ","","choices","","condition_string","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment","neuro_number","Number of files per ppt in LT's neuropsych spss file.","","numeric","","","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment","neurotest_yn","Variable to identify presence or absence of neuropsych testing at this time point for this participant","","choices","","yes1_no0","sandd_NeuropsychTestingData_DeID",,,
"Clinical Data/Neurobehavioral Assessment","notes","Study team comments regarding the data.","","string","","","sandd_NeuropsychTestingData_DeID",,,
"General Health and Mood/Beck's Depression Inventory (BDI)","bdi1","Beck's Depression Inventory (BDI): Sadness","Item from the Beck's Depression Inventory (BDI), a 21-item, self-report rating inventory that measures characteristic attitudes and symptoms of depression.  [Beck's, et al., 1961 (PubMed ID: 13688369)](https://pubmed.ncbi.nlm.nih.gov/13688369/)<br><br> [Search for all BDI variables within this dataset](https://sleepdata.org/datasets/sandd/variables?search=bdi)","choices","","bdi1","bdi;depression;bdi_01sad;sandd_BDI_Scored_DeID",,,
"General Health and Mood/Beck's Depression Inventory (BDI)","bdi10","Beck's Depression Inventory (BDI): Crying","Item from the Beck's Depression Inventory (BDI), a 21-item, self-report rating inventory that measures characteristic attitudes and symptoms of depression.  [Beck's, et al., 1961 (PubMed ID: 13688369)](https://pubmed.ncbi.nlm.nih.gov/13688369/)<br><br> [Search for all BDI variables within this dataset](https://sleepdata.org/datasets/sandd/variables?search=bdi)","choices","","bdi10","bdi;depression;bdi_10cry;sandd_BDI_Scored_DeID",,,
"General Health and Mood/Beck's Depression Inventory (BDI)","bdi11","Beck's Depression Inventory (BDI): Agitation","Item from the Beck's Depression Inventory (BDI), a 21-item, self-report rating inventory that measures characteristic attitudes and symptoms of depression.  [Beck's, et al., 1961 (PubMed ID: 13688369)](https://pubmed.ncbi.nlm.nih.gov/13688369/)<br><br> [Search for all BDI variables within this dataset](https://sleepdata.org/datasets/sandd/variables?search=bdi)","choices","","bdi11","bdi;depression;bdi_11irritate;sandd_BDI_Scored_DeID",,,
"General Health and Mood/Beck's Depression Inventory (BDI)","bdi12","Beck's Depression Inventory (BDI): Lost interest in other people","Item from the Beck's Depression Inventory (BDI), a 21-item, self-report rating inventory that measures characteristic attitudes and symptoms of depression.  [Beck's, et al., 1961 (PubMed ID: 13688369)](https://pubmed.ncbi.nlm.nih.gov/13688369/)<br><br> [Search for all BDI variables within this dataset](https://sleepdata.org/datasets/sandd/variables?search=bdi)","choices","","bdi12","bdi;depression;bdi_12interest;sandd_BDI_Scored_DeID",,,
"General Health and Mood/Beck's Depression Inventory (BDI)","bdi13","Beck's Depression Inventory (BDI): Indecisiveness","Item from the Beck's Depression Inventory (BDI), a 21-item, self-report rating inventory that measures characteristic attitudes and symptoms of depression.  [Beck's, et al., 1961 (PubMed ID: 13688369)](https://pubmed.ncbi.nlm.nih.gov/13688369/)<br><br> [Search for all BDI variables within this dataset](https://sleepdata.org/datasets/sandd/variables?search=bdi)","choices","","bdi13","bdi;depression;bdi_13decision;sandd_BDI_Scored_DeID",,,
"General Health and Mood/Beck's Depression Inventory (BDI)","bdi14","Beck's Depression Inventory (BDI): Worthlessness","Item from the Beck's Depression Inventory (BDI), a 21-item, self-report rating inventory that measures characteristic attitudes and symptoms of depression.  [Beck's, et al., 1961 (PubMed ID: 13688369)](https://pubmed.ncbi.nlm.nih.gov/13688369/)<br><br> [Search for all BDI variables within this dataset](https://sleepdata.org/datasets/sandd/variables?search=bdi)","choices","","bdi14","bdi;depression;bdi_14look;sandd_BDI_Scored_DeID",,,
"General Health and Mood/Beck's Depression Inventory (BDI)","bdi15","Beck's Depression Inventory (BDI): Loss of energy","Item from the Beck's Depression Inventory (BDI), a 21-item, self-report rating inventory that measures characteristic attitudes and symptoms of depression.  [Beck's, et al., 1961 (PubMed ID: 13688369)](https://pubmed.ncbi.nlm.nih.gov/13688369/)<br><br> [Search for all BDI variables within this dataset](https://sleepdata.org/datasets/sandd/variables?search=bdi)","choices","","bdi15","bdi;depression;bdi_15work;sandd_BDI_Scored_DeID",,,
"General Health and Mood/Beck's Depression Inventory (BDI)","bdi16","Beck's Depression Inventory (BDI): Changes in sleep pattern","Item from the Beck's Depression Inventory (BDI), a 21-item, self-report rating inventory that measures characteristic attitudes and symptoms of depression.  [Beck's, et al., 1961 (PubMed ID: 13688369)](https://pubmed.ncbi.nlm.nih.gov/13688369/)<br><br> [Search for all BDI variables within this dataset](https://sleepdata.org/datasets/sandd/variables?search=bdi)","choices","","bdi16","bdi;depression;bdi_16sleep;sandd_BDI_Scored_DeID",,,
"General Health and Mood/Beck's Depression Inventory (BDI)","bdi17","Beck's Depression Inventory (BDI): Irritability","Item from the Beck's Depression Inventory (BDI), a 21-item, self-report rating inventory that measures characteristic attitudes and symptoms of depression.  [Beck's, et al., 1961 (PubMed ID: 13688369)](https://pubmed.ncbi.nlm.nih.gov/13688369/)<br><br> [Search for all BDI variables within this dataset](https://sleepdata.org/datasets/sandd/variables?search=bdi)","choices","","bdi17","bdi;depression;bdi_17tired;sandd_BDI_Scored_DeID",,,
"General Health and Mood/Beck's Depression Inventory (BDI)","bdi18","Beck's Depression Inventory (BDI): Change in appetite","Item from the Beck's Depression Inventory (BDI), a 21-item, self-report rating inventory that measures characteristic attitudes and symptoms of depression.  [Beck's, et al., 1961 (PubMed ID: 13688369)](https://pubmed.ncbi.nlm.nih.gov/13688369/)<br><br> [Search for all BDI variables within this dataset](https://sleepdata.org/datasets/sandd/variables?search=bdi)","choices","","bdi18","bdi;depression;bdi_18appetite;sandd_BDI_Scored_DeID",,,
"General Health and Mood/Beck's Depression Inventory (BDI)","bdi19","Beck's Depression Inventory (BDI): Concentration difficulty","Item from the Beck's Depression Inventory (BDI), a 21-item, self-report rating inventory that measures characteristic attitudes and symptoms of depression.  [Beck's, et al., 1961 (PubMed ID: 13688369)](https://pubmed.ncbi.nlm.nih.gov/13688369/)<br><br> [Search for all BDI variables within this dataset](https://sleepdata.org/datasets/sandd/variables?search=bdi)","choices","","bdi19","bdi;depression;bdi_19concentrate;sandd_BDI_Scored_DeID",,,
"General Health and Mood/Beck's Depression Inventory (BDI)","bdi2","Beck's Depression Inventory (BDI): Pessimism","Item from the Beck's Depression Inventory (BDI), a 21-item, self-report rating inventory that measures characteristic attitudes and symptoms of depression.  [Beck's, et al., 1961 (PubMed ID: 13688369)](https://pubmed.ncbi.nlm.nih.gov/13688369/)<br><br> [Search for all BDI variables within this dataset](https://sleepdata.org/datasets/sandd/variables?search=bdi)","choices","","bdi2","bdi;depression;bdi_02pessimism;sandd_BDI_Scored_DeID",,,
"General Health and Mood/Beck's Depression Inventory (BDI)","bdi20","Beck's Depression Inventory (BDI): Tiredness or fatigue","Item from the Beck's Depression Inventory (BDI), a 21-item, self-report rating inventory that measures characteristic attitudes and symptoms of depression.  [Beck's, et al., 1961 (PubMed ID: 13688369)](https://pubmed.ncbi.nlm.nih.gov/13688369/)<br><br> [Search for all BDI variables within this dataset](https://sleepdata.org/datasets/sandd/variables?search=bdi)","choices","","bdi20","bdi;depression;bdi_20fatigue;sandd_BDI_Scored_DeID",,,
"General Health and Mood/Beck's Depression Inventory (BDI)","bdi3","Beck's Depression Inventory (BDI): Past failure","Item from the Beck's Depression Inventory (BDI), a 21-item, self-report rating inventory that measures characteristic attitudes and symptoms of depression.  [Beck's, et al., 1961 (PubMed ID: 13688369)](https://pubmed.ncbi.nlm.nih.gov/13688369/)<br><br> [Search for all BDI variables within this dataset](https://sleepdata.org/datasets/sandd/variables?search=bdi)","choices","","bdi3","bdi;depression;bdi_03failure;sandd_BDI_Scored_DeID",,,
"General Health and Mood/Beck's Depression Inventory (BDI)","bdi4","Beck's Depression Inventory (BDI): Loss of pleasure","Item from the Beck's Depression Inventory (BDI), a 21-item, self-report rating inventory that measures characteristic attitudes and symptoms of depression.  [Beck's, et al., 1961 (PubMed ID: 13688369)](https://pubmed.ncbi.nlm.nih.gov/13688369/)<br><br> [Search for all BDI variables within this dataset](https://sleepdata.org/datasets/sandd/variables?search=bdi)","choices","","bdi4","bdi;depression;bdi_04pleasure;sandd_BDI_Scored_DeID",,,
"General Health and Mood/Beck's Depression Inventory (BDI)","bdi5","Beck's Depression Inventory (BDI): Guilty","Item from the Beck's Depression Inventory (BDI), a 21-item, self-report rating inventory that measures characteristic attitudes and symptoms of depression.  [Beck's, et al., 1961 (PubMed ID: 13688369)](https://pubmed.ncbi.nlm.nih.gov/13688369/)<br><br> [Search for all BDI variables within this dataset](https://sleepdata.org/datasets/sandd/variables?search=bdi)","choices","","bdi5","bdi;depression;bdi_05satisfaction;sandd_BDI_Scored_DeID",,,
"General Health and Mood/Beck's Depression Inventory (BDI)","bdi6","Beck's Depression Inventory (BDI): Punishment feelings","Item from the Beck's Depression Inventory (BDI), a 21-item, self-report rating inventory that measures characteristic attitudes and symptoms of depression.  [Beck's, et al., 1961 (PubMed ID: 13688369)](https://pubmed.ncbi.nlm.nih.gov/13688369/)<br><br> [Search for all BDI variables within this dataset](https://sleepdata.org/datasets/sandd/variables?search=bdi)","choices","","bdi6","bdi;depression;bdi_06guilt;sandd_BDI_Scored_DeID",,,
"General Health and Mood/Beck's Depression Inventory (BDI)","bdi7","Beck's Depression Inventory (BDI): Self-dislike","Item from the Beck's Depression Inventory (BDI), a 21-item, self-report rating inventory that measures characteristic attitudes and symptoms of depression.  [Beck's, et al., 1961 (PubMed ID: 13688369)](https://pubmed.ncbi.nlm.nih.gov/13688369/)<br><br> [Search for all BDI variables within this dataset](https://sleepdata.org/datasets/sandd/variables?search=bdi)","choices","","bdi7","bdi;depression;bdi_07punish;sandd_BDI_Scored_DeID",,,
"General Health and Mood/Beck's Depression Inventory (BDI)","bdi8","Beck's Depression Inventory (BDI): Self-criticalness","Item from the Beck's Depression Inventory (BDI), a 21-item, self-report rating inventory that measures characteristic attitudes and symptoms of depression.  [Beck's, et al., 1961 (PubMed ID: 13688369)](https://pubmed.ncbi.nlm.nih.gov/13688369/)<br><br> [Search for all BDI variables within this dataset](https://sleepdata.org/datasets/sandd/variables?search=bdi)","choices","","bdi8","bdi;depression;bdi_08blame;sandd_BDI_Scored_DeID",,,
"General Health and Mood/Beck's Depression Inventory (BDI)","bdi9","Beck's Depression Inventory (BDI): Suicidal thoughts or wishes","Item from the Beck's Depression Inventory (BDI), a 21-item, self-report rating inventory that measures characteristic attitudes and symptoms of depression.  [Beck's, et al., 1961 (PubMed ID: 13688369)](https://pubmed.ncbi.nlm.nih.gov/13688369/)<br><br> [Search for all BDI variables within this dataset](https://sleepdata.org/datasets/sandd/variables?search=bdi)","choices","","bdi9","bdi;depression;bdi_09suicide;sandd_BDI_Scored_DeID",,,
